iter	Logloss
133	0.1521365513
134	0.1514788645
135	0.1509707933
136	0.1503359318
137	0.149786392
138	0.1491644772
139	0.1485961718
140	0.1480837333
141	0.1476142494
142	0.1470467476
143	0.1464695127
144	0.1459806107
145	0.1453975213
146	0.1448371535
147	0.1444297632
148	0.1439589835
149	0.1436114447
150	0.1429772164
151	0.142592301
152	0.142144592
153	0.1416222975
154	0.1410045652
155	0.1405862353
156	0.1402169108
157	0.1398641889
158	0.1391612126
159	0.1387048443
160	0.1382669362
161	0.1377825262
162	0.1373482877
163	0.1369513626
164	0.1364912599
165	0.1360980282
166	0.1355830934
167	0.1350901921
168	0.1345642794
169	0.1342062176
170	0.1337272732
171	0.133312912
172	0.1329068517
173	0.1324950816
174	0.1322251226
175	0.1318084008
176	0.1315191465
177	0.1312830023
178	0.1308514467
179	0.1305317067
180	0.1300934041
181	0.1296789015
182	0.1292763991
183	0.1289798896
184	0.1285065886
185	0.1281333156
186	0.1277670632
187	0.1273262141
188	0.1269019441
189	0.1265951976
190	0.1263124085
191	0.1259668968
192	0.1256309494
193	0.1252605335
194	0.1248614256
195	0.1245248304
196	0.1242224346
197	0.1238311707
198	0.1235931837
199	0.1232608733
200	0.1228638747
201	0.122612012
202	0.1223020805
203	0.1220541943
204	0.1218854134
205	0.1216061324
206	0.1214122363
207	0.1211000564
208	0.1207123758
209	0.1204383306
210	0.1202303676
211	0.1199098203
212	0.1195881743
213	0.1192971359
214	0.11909953
215	0.1187956642
216	0.1185598347
217	0.1183839359
218	0.1182903262
219	0.1181279879
220	0.1179527556
221	0.1176336597
222	0.1173327335
223	0.1170512059
224	0.1168917387
225	0.1166146665
226	0.1163932388
227	0.1160484712
228	0.1157882536
229	0.1155403728
230	0.1151864496
231	0.1149478735
232	0.1147611526
233	0.1146252473
234	0.1143622943
235	0.1140497966
236	0.1137117013
237	0.1134568769
238	0.1132248693
239	0.1129283678
240	0.1127246942
241	0.1125613484
242	0.1123733234
243	0.1121008175
244	0.111747864
245	0.1116439936
246	0.111444281
247	0.1112229142
248	0.1109474733
249	0.1107551265
250	0.1105329109
251	0.1103575057
252	0.1100481349
253	0.1098329981
254	0.10967404
255	0.1094117154
256	0.1091978337
257	0.1089898633
258	0.1087807575
259	0.1086212309
260	0.1082953969
261	0.1080575952
262	0.1079266905
263	0.1077683608
264	0.1076492757
265	0.107493291
266	0.1073876897
267	0.1072531287
268	0.1070172549
269	0.1067816353
270	0.106672487
271	0.1065581335
272	0.1063590317
273	0.1061672915
274	0.1059039585
275	0.1056490079
276	0.1053526221
277	0.1052579024
278	0.1050251054
279	0.1047420843
280	0.1045794827
281	0.1043049606
282	0.1040526999
283	0.1038567367
284	0.1036676459
285	0.1035114035
286	0.1032816048
287	0.1031556465
288	0.1029210714
289	0.1027149746
290	0.1025104055
291	0.1023397775
292	0.102099602
293	0.1019751282
294	0.1018792872
295	0.1017280344
296	0.1015043241
297	0.1012867485
298	0.1010516381
299	0.1009098987
300	0.1007507911
301	0.100542399
302	0.1003870703
303	0.1000903599
304	0.09982083086
305	0.09963866294
306	0.09951834547
307	0.09928221895
308	0.09917120647
309	0.09903061448
310	0.09891872276
311	0.09882608914
312	0.09867041156
313	0.09845141662
314	0.09827907148
315	0.09809143399
316	0.0978795919
317	0.09765837063
318	0.09752298711
319	0.09741613413
320	0.09731745151
321	0.09719714226
322	0.09702092697
323	0.09692728163
324	0.0967933043
325	0.09664957103
326	0.09652832253
327	0.0963637186
328	0.0961776117
329	0.0959972882
330	0.09585598141
331	0.09578656104
332	0.09559246213
333	0.09541199564
334	0.09522295857
335	0.09512459092
336	0.09502523195
337	0.09493396755
338	0.09475094316
339	0.09464968606
340	0.09453558337
341	0.09436297039
342	0.09426220593
343	0.0940662278
344	0.09397545491
345	0.09388112855
346	0.09378217339
347	0.09361884188
348	0.0935207769
349	0.09341384615
350	0.09333655284
351	0.09302047708
352	0.09293666457
353	0.09287045556
354	0.09267486032
355	0.09245885368
356	0.09233092909
357	0.09207333455
358	0.09201603505
359	0.09188049114
360	0.09175522306
361	0.09165284296
362	0.09158210111
363	0.09149972587
364	0.09142978534
365	0.09116634373
366	0.0910411391
367	0.0909579681
368	0.0909094006
369	0.09071218789
370	0.09051826166
371	0.09038931972
372	0.09031188019
373	0.09022849466
374	0.09011082334
375	0.09000988119
376	0.08974271743
377	0.08958796237
378	0.08939793524
379	0.08932745486
380	0.08905828895
381	0.08889978851
382	0.0887841751
383	0.08869677273
384	0.08863605823
385	0.08854683425
386	0.08846519729
387	0.08825024475
388	0.08814848788
389	0.08796178048
390	0.08789807347
391	0.08768701635
392	0.08761526117
393	0.08752807763
394	0.08741327525
395	0.08732418821
396	0.08724268145
397	0.087106619
398	0.08703537739
399	0.08694971544
400	0.08687118175
401	0.08679486634
402	0.08659562868
403	0.08654858109
404	0.08646189074
405	0.08636110045
406	0.08631901707
407	0.08625754914
408	0.08602218355
409	0.08595846866
410	0.08588049075
411	0.0856878327
412	0.08562869985
413	0.08557159936
414	0.08538290243
415	0.0853313289
416	0.08508854835
417	0.08498766233
418	0.0847947592
419	0.08460773786
420	0.08450971378
421	0.08444302569
422	0.08436675822
423	0.08418508196
424	0.08411964262
425	0.08405625487
426	0.0839926439
427	0.0839202123
428	0.08385406652
429	0.08379641958
430	0.08372547922
431	0.08366968224
432	0.08361102196
433	0.08355238908
434	0.08347975887
435	0.08342409088
436	0.0833704167
437	0.08325627326
438	0.08320312628
439	0.08314155574
440	0.08308446364
441	0.08282381833
442	0.08276759698
443	0.0826434746
444	0.08257176885
445	0.08248794211
446	0.08243348741
447	0.08237323179
448	0.08232021505
449	0.08226665049
450	0.08221325035
451	0.08215795353
452	0.08209099442
453	0.08200247745
454	0.08194976205
455	0.0818538281
456	0.08179969656
457	0.08160787238
458	0.08135008982
459	0.08129787423
460	0.08121963637
461	0.08102709626
462	0.08088805708
463	0.08069873679
464	0.08060576085
465	0.08055568145
466	0.08050113091
467	0.08044418252
468	0.08039083022
469	0.08033909395
470	0.0802834067
471	0.0802301983
472	0.08004788371
473	0.07999802471
474	0.07994572013
475	0.07989486721
476	0.07972410366
477	0.07967199196
478	0.07959498523
479	0.07952271815
480	0.0794626623
481	0.07939038839
482	0.0793394533
483	0.07926560572
484	0.07921502674
485	0.07914510813
486	0.07901870619
487	0.07882277533
488	0.07877067742
489	0.07872407658
490	0.07867507362
491	0.0786175706
492	0.0785703753
493	0.07851915271
494	0.07828143134
495	0.07823079192
496	0.07812542243
497	0.07807671272
498	0.07778964191
499	0.07774025427
500	0.07769247695
501	0.07744100558
502	0.0773734904
503	0.07719025842
504	0.07700633847
505	0.07695682063
506	0.0768911143
507	0.07671362673
508	0.07666576594
509	0.0766168643
510	0.07657219427
511	0.07652795685
512	0.07635058759
513	0.07630436326
514	0.07624273792
515	0.07619542491
516	0.07615159146
517	0.07610413471
518	0.07605921942
519	0.07601470014
520	0.07593346855
521	0.07588982009
522	0.07572757905
523	0.07549068204
524	0.07544859461
525	0.0753656581
526	0.0753196803
527	0.07505278857
528	0.07498450638
529	0.07494011023
530	0.07479617981
531	0.07475222867
532	0.07459124634
533	0.07440278441
534	0.07436126395
535	0.07418593664
536	0.07412335134
537	0.07394543572
538	0.07390043007
539	0.07385736896
540	0.07381524603
541	0.07377058276
542	0.07372709161
543	0.07363707361
544	0.07359389623
545	0.07355283582
546	0.07350985712
547	0.07346794653
548	0.07342849531
549	0.07324890431
550	0.07310241688
551	0.07302065121
552	0.07295872452
553	0.07291719052
554	0.07271701962
555	0.07267453382
556	0.07263497984
557	0.0725723947
558	0.07251043376
559	0.07242275877
560	0.07238389518
561	0.07218071406
562	0.07202035254
563	0.07189946433
564	0.07169491482
565	0.07165657831
566	0.07161505108
567	0.07157334706
568	0.07153255249
569	0.07144370523
570	0.07137976421
571	0.07132262372
572	0.07113929892
573	0.07109841532
574	0.0710599967
575	0.07085129706
576	0.07070492762
577	0.07066463401
578	0.07062655088
579	0.07054492882
580	0.07043536931
581	0.07039652615
582	0.07035908669
583	0.07014178336
584	0.07007338333
585	0.06990261412
586	0.06970401538
587	0.0696648434
588	0.06956508139
589	0.06952792936
590	0.06948981873
591	0.06932004362
592	0.06926202654
593	0.06922362145
594	0.06915226325
595	0.06911429645
596	0.06907776752
597	0.06903948581
598	0.06898455004
599	0.06892975694
600	0.06889476989
601	0.06885683058
602	0.06868281799
603	0.068545112
604	0.06848914922
605	0.0684531681
606	0.06828676657
607	0.06810365489
608	0.0680658251
609	0.06802888548
610	0.06795070748
611	0.06791527428
612	0.06785687376
613	0.06762871286
614	0.06759185535
615	0.06755972924
616	0.06744206101
617	0.06725898279
618	0.06718379013
619	0.06702104969
620	0.06698510963
621	0.06685059587
622	0.06675499576
623	0.06653300216
624	0.06649708938
625	0.06646273776
626	0.06642739329
627	0.06637410077
628	0.06634034489
629	0.06627461526
630	0.0661430781
631	0.06610772004
632	0.06592839307
633	0.06589311028
634	0.06586010082
635	0.0658075341
636	0.06565527675
637	0.06562206185
638	0.06558725846
639	0.06555271522
640	0.06551822118
641	0.06548586227
642	0.06540339091
643	0.06537148392
644	0.06518132794
645	0.06514731203
646	0.06511606236
647	0.0649721505
648	0.06492255561
649	0.06485349133
650	0.06482042717
651	0.06468613237
652	0.06463990626
653	0.0646094577
654	0.06457657279
655	0.06438594755
656	0.06435291077
657	0.06432175128
658	0.06419773087
659	0.06400718407
660	0.06397603024
661	0.06384862196
662	0.06369107347
663	0.06364292891
664	0.06357869312
665	0.06349120148
666	0.0634588493
667	0.06342622453
668	0.06328166442
669	0.06325101722
670	0.06321941832
671	0.06318789595
672	0.06306026206
673	0.06302869055
674	0.06285586071
675	0.06280918948
676	0.06277709758
677	0.062713437
678	0.06268331708
679	0.06265143179
680	0.06262094903
681	0.06242054579
682	0.06239103527
683	0.06235972513
684	0.06231238293
685	0.06225079708
686	0.06222018422
687	0.06203647486
688	0.06200699866
689	0.06193737952
690	0.06190648711
691	0.0617431829
692	0.06163082819
693	0.06145808697
694	0.06142911729
695	0.06138207632
696	0.06132327714
697	0.06129318459
698	0.0612631126
699	0.06123484947
700	0.06106823018
701	0.06090830756
702	0.06087835999
703	0.06084973955
704	0.06080405438
705	0.06074125641
706	0.06071108856
707	0.060681278
708	0.06062016336
709	0.06059029114
710	0.0603917592
711	0.06036269373
712	0.06024958896
713	0.06022064112
714	0.06019309571
715	0.06014982759
716	0.06004820022
717	0.06001519076
718	0.05997211442
719	0.05994480994
720	0.05983998327
721	0.05981091105
722	0.05978353815
723	0.0596535433
724	0.05959603152
725	0.05956766456
726	0.0595417364
727	0.05951285715
728	0.05948684683
729	0.05945829629
730	0.05939778417
731	0.05926507269
732	0.0592372205
733	0.05908512185
734	0.05905852949
735	0.058951608
736	0.05890939443
737	0.05876859927
738	0.05856741038
739	0.05854094689
740	0.05851302612
741	0.05845064586
742	0.05842419605
743	0.0583972887
744	0.05837131134
745	0.05832990691
746	0.05826996306
747	0.05824395272
748	0.0581363976
749	0.05809558086
750	0.05806842707
751	0.05804291663
752	0.0579419827
753	0.05784637911
754	0.05782093029
755	0.05779609653
756	0.05776891537
757	0.05774367887
758	0.05756631285
759	0.05743779612
760	0.05741090256
761	0.05726679715
762	0.05722669716
763	0.05716513862
764	0.05714016226
765	0.0571153297
766	0.05696580756
767	0.05694234439
768	0.05690271688
769	0.05683980264
770	0.05668224416
771	0.05665786007
772	0.05663155875
773	0.05660753076
774	0.05658346169
775	0.05652975713
776	0.05650570864
777	0.05635262362
778	0.05631422519
779	0.05621243886
780	0.0560955444
781	0.05607109869
782	0.05599066286
783	0.05596674776
784	0.05588441917
785	0.05576316306
786	0.05573719386
787	0.0557135116
788	0.05554908818
789	0.05551199292
790	0.05545664827
791	0.05534888762
792	0.05532552931
793	0.05529985112
794	0.05527655577
795	0.05525240787
796	0.05522404897
797	0.05511874677
798	0.05499971565
799	0.05494831856
800	0.05492514641
801	0.05488707325
802	0.0548333446
803	0.05481022731
804	0.05467376917
805	0.05457538723
806	0.054424326
807	0.0543105704
808	0.05414791562
809	0.05412304531
810	0.05408609717
811	0.05405009521
812	0.05402785079
813	0.05400329888
814	0.05393385782
815	0.0539114628
816	0.05388945689
817	0.05376885295
818	0.05374679687
819	0.05369959834
820	0.05367523476
821	0.05365312737
822	0.05363099597
823	0.05360742334
824	0.05351806121
825	0.05348160566
826	0.05345723201
827	0.05335992029
828	0.05325278563
829	0.05323064402
830	0.05320924536
831	0.0531527231
832	0.053130626
833	0.05309641623
834	0.05302015721
835	0.05299856685
836	0.05286392513
837	0.0528403388
838	0.05275979359
839	0.05270415295
840	0.05261521622
841	0.05258210765
842	0.05255913416
843	0.05250611544
844	0.05248508312
845	0.05232099468
846	0.05229964395
847	0.05227339767
848	0.05225227631
849	0.05222554504
850	0.05219946649
851	0.052166342
852	0.05206375804
853	0.05204279195
854	0.05202036624
855	0.05197237347
856	0.05184376189
857	0.0518180017
858	0.05179805929
859	0.05169807043
860	0.05158822306
861	0.05156744748
862	0.05153966175
863	0.05151439799
864	0.05141417268
865	0.05138125703
866	0.05133145655
867	0.05131128012
868	0.05128889895
869	0.0512639878
870	0.05124326482
871	0.05119354656
872	0.05116747151
873	0.05108294245
874	0.05097032215
875	0.05094573289
876	0.05082988752
877	0.0508068423
878	0.05077482366
879	0.05074886277
880	0.05072857342
881	0.0506117388
882	0.0505916172
883	0.05049670488
884	0.0504752139
885	0.05045314221
886	0.05032294706
887	0.05027211276
888	0.05024208663
889	0.05011142469
890	0.05009203235
891	0.05007251104
892	0.05002866092
893	0.04994540964
894	0.0499258165
895	0.04980687156
896	0.04978511823
897	0.04975115691
898	0.04973206926
899	0.04970128316
900	0.04968154961
901	0.04966214703
902	0.04958554226
903	0.04956577105
904	0.04954492373
905	0.04947133337
906	0.04945219095
907	0.04939484133
908	0.04929549573
909	0.04926667475
910	0.04924739538
911	0.04921719132
912	0.04911172768
913	0.04905806069
914	0.0490136811
915	0.04899456949
916	0.04897542488
917	0.04888000505
918	0.04886103503
919	0.04871921163
920	0.04869522612
921	0.04867671492
922	0.04864894157
923	0.0486304771
924	0.0485618009
925	0.04854301919
926	0.0485150097
927	0.04847387924
928	0.04839109846
929	0.04834691966
930	0.04832829201
931	0.04821160292
932	0.04817449518
933	0.04815634219
934	0.04806552437
935	0.04804694004
936	0.04795210666
937	0.04792438584
938	0.04790590764
939	0.0478878997
940	0.0478696885
941	0.04784605914
942	0.04781628156
943	0.0477980511
944	0.0477145288
945	0.0476964204
946	0.04766985552
947	0.04752877134
948	0.04745162881
949	0.04743501804
950	0.04733471048
951	0.04724794446
952	0.04716163211
953	0.04706481797
954	0.04704640822
955	0.0469648766
956	0.04694708311
957	0.04682976912
958	0.04677705376
959	0.04675072517
960	0.04667917684
961	0.04658573292
962	0.04656777847
963	0.04646946358
964	0.04644996633
965	0.04641256633
966	0.04639314784
967	0.04637559395
968	0.04634991703
969	0.04631640764
970	0.04629237431
971	0.04627537513
972	0.04625834291
973	0.04624110752
974	0.04621776917
975	0.04620049388
976	0.0461847048
977	0.04612277775
978	0.04609745235
979	0.04606063227
980	0.04604342551
981	0.04602641611
982	0.04600936683
983	0.04598867156
984	0.0459633736
985	0.04594629351
986	0.04592925454
987	0.04582272478
988	0.04579931464
989	0.04577584631
990	0.04568324501
991	0.04566358679
992	0.0456220272
993	0.04559715496
994	0.04558039669
995	0.04552555885
996	0.04541827922
997	0.04539814199
998	0.04537812455
999	0.04536212289
